rendering_order,tag,attributes,text_context,depth,parent_index,parent_tag,text_length,sibling_index,link,children_count,same_tag_sibling_count,same_text_sibling_count,has_link,link_is_absolute,parent_has_link,is_leaf,word_count,letter_ratio,digit_ratio,whitespace_ratio,contains_date,contains_time,starts_with_digit,ends_with_digit,attribute_count,has_class,has_id,attr_has_word_name,attr_has_word_date,attr_has_word_time,attr_has_word_location,attr_has_word_link,text_has_word_name,text_has_word_date,text_word_time,text_word_description,text_word_location,text_word_am,text_word_pm,label,event_id,source,bio,in_event,start_event,is_synthetic
6,A,class:nav-item,register,4,5,Header,8,1,,0,5,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_003,0,0,0,True
7,Span,class:nav-item,learn more,5,6,Div,10,5,,0,2,0,0,0,0,1,2,0.9,0.0,0.1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_003,0,0,0,True
8,Span,class:nav-item,linkedin,4,7,Header,8,0,,0,4,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_003,0,0,0,True
9,Span,class:nav-item,this event has passed,5,8,Header,21,3,,0,8,0,0,0,0,1,4,0.8571428571428571,0.0,0.14285714285714285,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_003,0,0,0,True
10,Div,class:nav-item,calendar,5,9,Div,8,2,,0,2,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_003,0,0,0,True
11,Span,class:nav-item,venue information,7,10,Div,17,4,,0,2,0,0,0,0,1,2,0.9411764705882353,0.0,0.058823529411764705,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_003,0,0,0,True
12,Header,class:nav-item,venue information,5,11,Div,17,4,,0,3,0,0,0,0,1,2,0.9411764705882353,0.0,0.058823529411764705,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_003,0,0,0,True
13,Nav,class:nav-item,page 1 of 3,5,12,Footer,11,1,,0,4,0,0,0,0,1,4,0.5454545454545454,0.18181818181818182,0.2727272727272727,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_003,0,0,0,True
14,Span,class:event-field-datetime,"friday, october 24th",6,13,Ul,20,0,,0,9,0,0,0,0,1,3,0.85,0.1,0.1,1,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,DateTime,0.0,synth_datefirst_003,1,1,1,True
15,P,class:event-field-name,mountain view college,7,14,Div,21,1,,0,7,0,0,0,0,1,3,1.0,0.0,0.09523809523809523,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,0.0,synth_datefirst_003,2,1,0,True
16,Td,class:event-field-location,blue hills sports dome,5,15,Table,22,2,,0,11,0,0,0,0,1,4,1.0,0.0,0.13636363636363635,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,0.0,synth_datefirst_003,2,1,0,True
17,Div,class:nav-item,contact,8,16,Nav,7,1,,0,6,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_003,0,0,0,True
18,Div,class:event-field-datetime,"friday, may 9th",7,17,Ul,15,0,,0,3,0,0,0,0,1,3,0.8666666666666667,0.06666666666666667,0.13333333333333333,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,DateTime,1.0,synth_datefirst_003,1,1,1,True
19,Span,class:event-field-name,lakeview university,4,18,Div,19,1,,0,15,0,0,0,0,1,2,1.0,0.0,0.05263157894736842,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,1.0,synth_datefirst_003,2,1,0,True
20,Span,class:event-field-location,summit center gymnasium,4,19,Ul,23,2,,0,5,0,0,0,0,1,3,1.0,0.0,0.08695652173913043,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,1.0,synth_datefirst_003,2,1,0,True
21,P,class:nav-item,news,3,20,Header,4,5,,0,4,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_003,0,0,0,True
22,A,class:nav-item,login,8,21,Nav,5,2,,0,2,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_003,0,0,0,True
23,Header,class:nav-item,news,5,22,Header,4,0,,0,3,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_003,0,0,0,True
24,Li,class:event-field-datetime,"oct 14, 2026",5,23,Section,12,0,,0,3,0,0,0,0,1,3,0.4166666666666667,0.5,0.16666666666666666,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,DateTime,2.0,synth_datefirst_003,1,1,1,True
25,Td,class:event-field-name,springdale university,6,24,Div,21,1,,0,5,0,0,0,0,1,2,1.0,0.0,0.047619047619047616,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,2.0,synth_datefirst_003,2,1,0,True
26,Span,class:event-field-location,"indianapolis, in",7,25,Section,16,2,,0,8,0,0,0,0,1,2,0.9375,0.0,0.0625,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,2.0,synth_datefirst_003,2,1,0,True
27,Header,class:nav-item,volunteer,8,26,Footer,9,4,,0,6,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_003,0,0,0,True
28,Header,class:nav-item,learn more,4,27,Footer,10,2,,0,3,0,0,0,0,1,2,0.9,0.0,0.1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_003,0,0,0,True
29,Header,class:nav-item,follow us,5,28,Header,9,4,,0,6,0,0,0,0,1,2,0.8888888888888888,0.0,0.1111111111111111,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_003,0,0,0,True
30,Div,class:nav-item,skip to main content,4,29,Header,20,4,,0,8,0,0,0,0,1,4,0.85,0.0,0.15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_003,0,0,0,True
31,Div,class:nav-item,home,4,30,Nav,4,3,,0,1,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_003,0,0,0,True
32,Div,class:event-field-datetime,3/15/26,5,31,Table,7,0,,0,6,0,0,0,0,1,1,0.0,0.7142857142857143,0.0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,DateTime,3.0,synth_datefirst_003,1,1,1,True
33,P,class:event-field-name,ridgemont high school,5,32,Table,21,1,,0,2,0,0,0,0,1,3,1.0,0.0,0.09523809523809523,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,3.0,synth_datefirst_003,2,1,0,True
34,P,class:event-field-location,"boulder, co",6,33,Div,11,2,,0,12,0,0,0,0,1,2,0.9090909090909091,0.0,0.09090909090909091,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,3.0,synth_datefirst_003,2,1,0,True
35,Li,class:nav-item,print page,8,34,Header,10,2,,0,1,0,0,0,0,1,2,0.9,0.0,0.1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_003,0,0,0,True
36,Li,class:nav-item,exhibitor guidelines,5,35,Header,20,5,,0,7,0,0,0,0,1,2,0.95,0.0,0.05,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_003,0,0,0,True
37,A,class:nav-item,event details,4,36,Footer,13,4,,0,5,0,0,0,0,1,2,0.9230769230769231,0.0,0.07692307692307693,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_003,0,0,0,True
38,Span,class:nav-item,powered by,8,37,Footer,10,3,,0,3,0,0,0,0,1,2,0.9,0.0,0.1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_003,0,0,0,True
39,Td,class:event-field-datetime,1/12/26,4,38,Section,7,0,,0,15,0,0,0,0,1,1,0.0,0.7142857142857143,0.0,1,0,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,DateTime,4.0,synth_datefirst_003,1,1,1,True
40,Span,class:event-field-name,sunset high school,7,39,Div,18,1,,0,13,0,0,0,0,1,3,1.0,0.0,0.1111111111111111,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,4.0,synth_datefirst_003,2,1,0,True
41,A,class:event-field-location,summit center gymnasium,7,40,Ul,23,2,,0,10,0,0,0,0,1,3,1.0,0.0,0.08695652173913043,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,4.0,synth_datefirst_003,2,1,0,True
42,Header,class:nav-item,newsletter signup,3,41,Header,17,2,,0,2,0,0,0,0,1,2,0.9411764705882353,0.0,0.058823529411764705,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_003,0,0,0,True
43,A,class:nav-item,navigation,5,42,Header,10,3,,0,3,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_003,0,0,0,True
44,Div,class:event-field-datetime,"saturday, july 12th",7,43,Section,19,0,,0,8,0,0,0,0,1,3,0.8421052631578947,0.10526315789473684,0.10526315789473684,1,0,0,0,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,DateTime,5.0,synth_datefirst_003,1,1,1,True
45,P,class:event-field-name,sunset high school,4,44,Ul,18,1,,0,12,0,0,0,0,1,3,1.0,0.0,0.1111111111111111,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,5.0,synth_datefirst_003,2,1,0,True
46,A,class:event-field-location,peninsula conference center,5,45,Section,27,2,,0,14,0,0,0,0,1,3,1.0,0.0,0.07407407407407407,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,5.0,synth_datefirst_003,2,1,0,True
47,Li,class:nav-item,past events,7,46,Nav,11,1,,0,3,0,0,0,0,1,2,0.9090909090909091,0.0,0.09090909090909091,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_003,0,0,0,True
48,Nav,class:nav-item,members,4,47,Div,7,1,,0,7,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_003,0,0,0,True
49,Li,class:nav-item,follow us,4,48,Div,9,1,,0,8,0,0,0,0,1,2,0.8888888888888888,0.0,0.1111111111111111,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_003,0,0,0,True
50,Header,class:nav-item,linkedin,7,49,Footer,8,4,,0,7,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_003,0,0,0,True
0,Header,class:nav-item,registration closed,8,-1,Div,19,0,,0,1,0,0,0,0,1,2,0.9473684210526315,0.0,0.05263157894736842,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_004,0,0,0,True
1,Span,class:nav-item,register,6,0,Footer,8,3,,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_004,0,0,0,True
2,Li,class:nav-item,search,6,1,Nav,6,2,,0,1,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_004,0,0,0,True
3,Li,class:nav-item,navigation,4,2,Div,10,3,,0,5,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_004,0,0,0,True
4,P,class:nav-item,bookmark,4,3,Footer,8,5,,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_004,0,0,0,True
5,Li,class:nav-item,upcoming events,5,4,Footer,15,5,,0,6,0,0,0,0,1,2,0.9333333333333333,0.0,0.06666666666666667,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_004,0,0,0,True
6,Div,class:nav-item,resources,8,5,Nav,9,4,,0,7,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_004,0,0,0,True
7,Header,class:nav-item,venue information,4,6,Header,17,0,,0,6,0,0,0,0,1,2,0.9411764705882353,0.0,0.058823529411764705,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_004,0,0,0,True
8,Li,class:nav-item,past events,7,7,Header,11,0,,0,0,0,0,0,0,1,2,0.9090909090909091,0.0,0.09090909090909091,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_004,0,0,0,True
9,Nav,class:nav-item,linkedin,7,8,Div,8,2,,0,2,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_004,0,0,0,True
10,Nav,class:nav-item,donate,7,9,Header,6,4,,0,8,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_004,0,0,0,True
11,Div,class:event-field-datetime,"oct 14, 2026",4,10,Table,12,0,,0,7,0,0,0,0,1,3,0.4166666666666667,0.5,0.16666666666666666,1,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,DateTime,0.0,synth_datefirst_004,1,1,1,True
12,Li,class:event-field-name,harborview university,6,11,Table,21,1,,0,7,0,0,0,0,1,2,1.0,0.0,0.047619047619047616,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,0.0,synth_datefirst_004,2,1,0,True
13,Li,class:event-field-location,hillcrest academy gymnasium,6,12,Table,27,2,,0,10,0,0,0,0,1,3,1.0,0.0,0.07407407407407407,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,0.0,synth_datefirst_004,2,1,0,True
14,Div,class:nav-item,contact,4,13,Footer,7,1,,0,1,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_004,0,0,0,True
15,Header,class:nav-item,venue information,6,14,Footer,17,5,,0,6,0,0,0,0,1,2,0.9411764705882353,0.0,0.058823529411764705,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_004,0,0,0,True
16,Div,class:nav-item,accessibility,7,15,Footer,13,2,,0,2,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_004,0,0,0,True
17,Header,class:nav-item,facebook,4,16,Footer,8,1,,0,5,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_004,0,0,0,True
18,Div,class:event-field-datetime,"wednesday, february 4th",4,17,Section,23,0,,0,2,0,0,0,0,1,3,0.9130434782608695,0.043478260869565216,0.08695652173913043,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,DateTime,1.0,synth_datefirst_004,1,1,1,True
19,Span,class:event-field-name,lakeview university,6,18,Table,19,1,,0,10,0,0,0,0,1,2,1.0,0.0,0.05263157894736842,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,1.0,synth_datefirst_004,2,1,0,True
20,Span,class:event-field-location,"iowa city, ia",5,19,Div,13,2,,0,4,0,0,0,0,1,3,0.9230769230769231,0.0,0.15384615384615385,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,1.0,synth_datefirst_004,2,1,0,True
21,P,class:nav-item,share this page,3,20,Footer,15,2,,0,2,0,0,0,0,1,3,0.8666666666666667,0.0,0.13333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_004,0,0,0,True
22,Header,class:nav-item,featured events,7,21,Header,15,2,,0,3,0,0,0,0,1,2,0.9333333333333333,0.0,0.06666666666666667,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_004,0,0,0,True
23,Li,class:nav-item,featured events,4,22,Div,15,5,,0,8,0,0,0,0,1,2,0.9333333333333333,0.0,0.06666666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_004,0,0,0,True
24,A,class:event-field-datetime,"wednesday, april 23rd",5,23,Ul,21,0,,0,7,0,0,0,0,1,3,0.8571428571428571,0.09523809523809523,0.09523809523809523,1,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,DateTime,2.0,synth_datefirst_004,1,1,1,True
25,Td,class:event-field-name,stonehill academy,5,24,Table,17,1,,0,7,0,0,0,0,1,2,1.0,0.0,0.058823529411764705,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,2.0,synth_datefirst_004,2,1,0,True
26,Li,class:event-field-location,eastside cultural center,7,25,Div,24,2,,0,11,0,0,0,0,1,3,1.0,0.0,0.08333333333333333,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,2.0,synth_datefirst_004,2,1,0,True
27,Div,class:nav-item,site map,6,26,Header,8,2,,0,2,0,0,0,0,1,2,0.875,0.0,0.125,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_004,0,0,0,True
28,Header,class:nav-item,navigation,4,27,Div,10,5,,0,2,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_004,0,0,0,True
29,Li,class:nav-item,filter by date,6,28,Nav,14,2,,0,0,0,0,0,0,1,3,0.8571428571428571,0.0,0.14285714285714285,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_004,0,0,0,True
30,A,class:nav-item,news,8,29,Footer,4,4,,0,5,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_004,0,0,0,True
0,Nav,class:nav-item,join,5,-1,Nav,4,2,,0,8,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_005,0,0,0,True
1,Header,class:nav-item,site map,3,0,Div,8,2,,0,6,0,0,0,0,1,2,0.875,0.0,0.125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_005,0,0,0,True
2,Nav,class:nav-item,sponsors,8,1,Nav,8,1,,0,4,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_005,0,0,0,True
3,P,class:nav-item,footer,8,2,Div,6,2,,0,6,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_005,0,0,0,True
4,Div,class:nav-item,back to top,4,3,Footer,11,4,,0,7,0,0,0,0,1,3,0.8181818181818182,0.0,0.18181818181818182,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_005,0,0,0,True
5,A,class:nav-item,register,5,4,Nav,8,0,,0,4,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_005,0,0,0,True
6,Span,class:nav-item,search,8,5,Div,6,0,,0,4,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_005,0,0,0,True
7,P,class:nav-item,skip to main content,7,6,Footer,20,2,,0,2,0,0,0,0,1,4,0.85,0.0,0.15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_005,0,0,0,True
8,Nav,class:nav-item,follow us,7,7,Footer,9,1,,0,5,0,0,0,0,1,2,0.8888888888888888,0.0,0.1111111111111111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_005,0,0,0,True
9,Span,class:nav-item,join,3,8,Header,4,2,,0,4,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_005,0,0,0,True
10,A,class:nav-item,past events,5,9,Footer,11,1,,0,6,0,0,0,0,1,2,0.9090909090909091,0.0,0.09090909090909091,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_005,0,0,0,True
11,Span,class:nav-item,contact,5,10,Nav,7,1,,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_005,0,0,0,True
12,A,class:nav-item,contact,4,11,Footer,7,2,,0,4,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_005,0,0,0,True
13,Span,class:nav-item,filter by date,5,12,Footer,14,3,,0,5,0,0,0,0,1,3,0.8571428571428571,0.0,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_005,0,0,0,True
14,P,class:event-field-date,"aug 9, 2026",7,13,Section,11,0,,0,4,0,0,0,0,1,3,0.45454545454545453,0.45454545454545453,0.18181818181818182,1,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Date,0.0,synth_datefirst_005,1,1,1,True
15,Td,class:event-field-name,evergreen college,6,14,Section,17,1,,0,12,0,0,0,0,1,2,1.0,0.0,0.058823529411764705,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,0.0,synth_datefirst_005,2,1,0,True
16,Div,class:event-field-location,"richmond, va",6,15,Table,12,2,,0,13,0,0,0,0,1,2,0.9166666666666666,0.0,0.08333333333333333,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,0.0,synth_datefirst_005,2,1,0,True
17,Div,class:event-field-description,parking available on site,4,16,Table,25,3,,0,10,0,0,0,0,1,4,1.0,0.0,0.12,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Description,0.0,synth_datefirst_005,2,1,0,True
18,Li,class:nav-item,check back for updates,8,17,Div,22,2,,0,1,0,0,0,0,1,4,0.8636363636363636,0.0,0.13636363636363635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_005,0,0,0,True
19,Header,class:nav-item,footer,3,18,Header,6,1,,0,3,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_005,0,0,0,True
20,Header,class:nav-item,register,8,19,Header,8,0,,0,7,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_005,0,0,0,True
21,P,class:nav-item,page 1 of 3,6,20,Header,11,5,,0,8,0,0,0,0,1,4,0.5454545454545454,0.18181818181818182,0.2727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_005,0,0,0,True
22,Span,class:event-field-date,"saturday, september 6th",4,21,Div,23,0,,0,11,0,0,0,0,1,3,0.9130434782608695,0.043478260869565216,0.08695652173913043,1,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Date,1.0,synth_datefirst_005,1,1,1,True
23,Span,class:event-field-name,riverdale college,5,22,Div,17,1,,0,8,0,0,0,0,1,2,1.0,0.0,0.058823529411764705,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,1.0,synth_datefirst_005,2,1,0,True
24,Div,class:event-field-location,"concord, nh",7,23,Ul,11,2,,0,3,0,0,0,0,1,2,0.9090909090909091,0.0,0.09090909090909091,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,1.0,synth_datefirst_005,2,1,0,True
25,Span,class:nav-item,exhibitor guidelines,3,24,Footer,20,2,,0,3,0,0,0,0,1,2,0.95,0.0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_005,0,0,0,True
26,Span,class:nav-item,twitter,4,25,Nav,7,3,,0,3,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_005,0,0,0,True
27,Header,class:nav-item,past events,7,26,Nav,11,4,,0,6,0,0,0,0,1,2,0.9090909090909091,0.0,0.09090909090909091,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_005,0,0,0,True
28,Li,class:nav-item,privacy policy,3,27,Header,14,5,,0,6,0,0,0,0,1,2,0.9285714285714286,0.0,0.07142857142857142,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_005,0,0,0,True
29,A,class:event-field-date,5/22/26,4,28,Table,7,0,,0,9,0,0,0,0,1,1,0.0,0.7142857142857143,0.0,1,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Date,2.0,synth_datefirst_005,1,1,1,True
30,Span,class:event-field-name,greenfield university,4,29,Div,21,1,,0,13,0,0,0,0,1,2,1.0,0.0,0.047619047619047616,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,2.0,synth_datefirst_005,2,1,0,True
31,A,class:event-field-location,"indianapolis, in",6,30,Div,16,2,,0,11,0,0,0,0,1,2,0.9375,0.0,0.0625,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,2.0,synth_datefirst_005,2,1,0,True
32,Span,class:nav-item,about,4,31,Nav,5,5,,0,2,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_005,0,0,0,True
33,Li,class:nav-item,join,7,32,Div,4,3,,0,1,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_datefirst_005,0,0,0,True
